Acedamic percentage in 10th,percentage in 12th,Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,workshops,Interested subjects,interested career area,Suggested Job Role
65.3268504,65.3268504,2,2,9,1,no,yes,shell programming,web technologies,cloud computing,security,Technical Support
65.32336808,65.32336808,6,6,4,4,yes,yes,machine learning,system designing,Software Engineering,system developer,Technical Support
65.31988576,65.31988576,9,6,9,7,no,yes,hadoop,database security,Software Engineering,system developer,Technical Support
65.31640344,65.31640344,6,3,1,8,yes,yes,distro making,system designing,IOT,Business process analyst,Technical Support
65.31292112,65.31292112,2,0,8,7,yes,yes,machine learning,system designing,cloud computing,Business process analyst,Technical Support
65.30943881,65.30943881,3,6,6,7,yes,yes,python,data science,networks,system developer,Technical Support
65.30595649,65.30595649,1,6,8,7,yes,yes,python,hacking,Software Engineering,Business process analyst,Technical Support
65.30247417,65.30247417,7,0,1,9,no,no,distro making,data science,programming,cloud computing,Technical Support
65.29899185,65.29899185,4,3,5,6,no,no,full stack,system designing,hacking,system developer,Technical Support
65.29550953,65.29550953,5,2,2,1,no,yes,machine learning,hacking,IOT,security,Technical Support
65.29202722,65.29202722,2,5,7,7,no,no,python,web technologies,Management,developer,Technical Support
65.2885449,65.2885449,4,5,8,7,yes,no,hadoop,game development,cloud computing,system developer,Technical Support
65.28506258,65.28506258,9,1,9,9,yes,no,distro making,database security,Management,Business process analyst,Technical Support
65.28158026,65.28158026,8,5,7,9,yes,yes,information security,web technologies,Management,cloud computing,Technical Support
65.27809794,65.27809794,3,5,1,8,no,yes,shell programming,testing,parallel computing,security,Technical Support
65.27461563,65.27461563,9,0,7,4,no,yes,machine learning,system designing,parallel computing,security,Technical Support
65.27113331,65.27113331,9,2,4,4,yes,yes,full stack,database security,networks,developer,Technical Support
65.26765099,65.26765099,3,3,1,8,no,no,machine learning,database security,Management,Business process analyst,Technical Support
65.26416867,65.26416867,3,4,7,2,no,no,distro making,testing,data engineering,security,Technical Support
65.26068635,65.26068635,3,3,1,2,no,no,python,data science,cloud computing,system developer,Technical Support
65.25720404,65.25720404,9,6,8,5,yes,no,shell programming,system designing,programming,testing,Technical Support
65.25372172,65.25372172,9,6,7,2,no,yes,app development,web technologies,IOT,system developer,Technical Support
65.2502394,65.2502394,1,3,4,3,no,yes,machine learning,web technologies,hacking,developer,Technical Support
65.24675708,65.24675708,8,2,8,5,yes,yes,python,web technologies,hacking,security,Technical Support
65.24327477,65.24327477,1,3,4,6,yes,no,machine learning,game development,networks,testing,Technical Support
65.23979245,65.23979245,6,5,6,1,yes,no,python,web technologies,IOT,testing,Technical Support
65.23631013,65.23631013,7,3,2,2,no,no,information security,hacking,Management,system developer,Technical Support
65.23282781,65.23282781,6,5,4,8,yes,yes,hadoop,hacking,Management,system developer,Technical Support
65.22934549,65.22934549,8,2,4,5,no,yes,python,database security,data engineering,developer,Technical Support
65.22586318,65.22586318,8,2,4,5,no,no,full stack,testing,hacking,cloud computing,Technical Support
65.22238086,65.22238086,9,0,6,6,no,yes,hadoop,system designing,networks,Business process analyst,Technical Support
65.21889854,65.21889854,2,6,3,5,no,no,distro making,hacking,hacking,Business process analyst,Technical Support
65.21541622,65.21541622,5,4,4,3,no,no,full stack,cloud computing,Management,cloud computing,Technical Support
65.2119339,65.2119339,7,6,8,7,no,no,app development,system designing,networks,Business process analyst,Technical Support
65.20845159,65.20845159,6,2,8,3,yes,no,hadoop,system designing,Software Engineering,security,Technical Support
65.20496927,65.20496927,1,2,9,4,no,yes,app development,data science,Software Engineering,system developer,Technical Support
65.20148695,65.20148695,7,3,9,6,no,no,hadoop,system designing,Software Engineering,security,Technical Support
65.19800463,65.19800463,9,4,9,4,no,yes,shell programming,database security,networks,cloud computing,Technical Support
65.19452231,65.19452231,5,5,7,8,no,no,full stack,system designing,data engineering,system developer,Technical Support
65.19104,65.19104,7,4,2,9,yes,yes,full stack,web technologies,networks,cloud computing,Technical Support
65.18755768,65.18755768,3,5,3,5,no,yes,hadoop,system designing,programming,cloud computing,Technical Support
65.18407536,65.18407536,5,1,2,3,yes,no,machine learning,game development,hacking,security,Technical Support
65.18059304,65.18059304,1,0,1,8,yes,yes,python,hacking,parallel computing,Business process analyst,Technical Support
65.17711072,65.17711072,2,4,8,7,yes,no,python,testing,Computer Architecture,system developer,Technical Support
65.17362841,65.17362841,6,2,1,5,yes,no,machine learning,system designing,networks,cloud computing,Technical Support
65.17014609,65.17014609,6,3,2,1,yes,yes,shell programming,hacking,parallel computing,Business process analyst,Technical Support
65.16666377,65.16666377,2,2,5,3,no,no,app development,testing,Management,testing,Technical Support
65.16318145,65.16318145,8,3,3,3,no,yes,shell programming,database security,Software Engineering,security,Technical Support
65.15969913,65.15969913,9,0,9,3,no,yes,hadoop,database security,cloud computing,developer,Technical Support
65.15621682,65.15621682,4,4,6,7,no,yes,shell programming,system designing,Computer Architecture,cloud computing,Technical Support
65.1527345,65.1527345,9,2,6,1,yes,no,full stack,web technologies,parallel computing,testing,Technical Support
65.14925218,65.14925218,2,4,5,4,yes,yes,distro making,hacking,IOT,testing,Technical Support
65.14576986,65.14576986,5,5,9,3,yes,no,r programming,database security,Software Engineering,testing,Technical Support
65.14228755,65.14228755,8,2,9,8,yes,no,shell programming,hacking,cloud computing,system developer,Technical Support
65.13880523,65.13880523,9,5,7,8,yes,no,hadoop,system designing,IOT,cloud computing,Technical Support
65.13532291,65.13532291,6,4,9,6,yes,yes,information security,web technologies,programming,developer,Technical Support
65.13184059,65.13184059,9,5,7,7,no,yes,python,data science,IOT,system developer,Technical Support
65.12835827,65.12835827,4,6,8,7,yes,yes,information security,testing,IOT,developer,Technical Support
65.12487596,65.12487596,3,6,5,1,yes,yes,shell programming,data science,networks,cloud computing,Technical Support
65.12139364,65.12139364,5,6,4,6,no,yes,shell programming,hacking,cloud computing,security,Technical Support
65.11791132,65.11791132,4,6,1,5,no,no,shell programming,database security,parallel computing,security,Technical Support
65.114429,65.114429,1,0,9,4,yes,yes,distro making,system designing,hacking,cloud computing,Technical Support
65.11094668,65.11094668,1,1,9,2,no,no,app development,system designing,hacking,Business process analyst,Technical Support
65.10746437,65.10746437,8,0,9,2,yes,no,hadoop,game development,Computer Architecture,Business process analyst,Technical Support
65.10398205,65.10398205,8,2,8,3,no,no,distro making,game development,hacking,security,Technical Support
65.10049973,65.10049973,7,1,2,1,no,no,full stack,hacking,Software Engineering,developer,Technical Support
65.09701741,65.09701741,3,2,9,5,no,no,distro making,hacking,parallel computing,developer,Technical Support
65.09353509,65.09353509,5,4,6,5,yes,no,machine learning,web technologies,networks,Business process analyst,Technical Support
65.09005278,65.09005278,2,5,8,7,yes,yes,r programming,data science,Management,testing,Technical Support
65.08657046,65.08657046,7,2,9,9,no,yes,app development,hacking,Software Engineering,cloud computing,Technical Support
65.08308814,65.08308814,5,3,4,6,no,no,hadoop,testing,Computer Architecture,cloud computing,Technical Support
65.07960582,65.07960582,6,3,2,1,no,no,hadoop,testing,parallel computing,testing,Technical Support
65.0761235,65.0761235,5,4,8,9,no,yes,shell programming,hacking,Management,system developer,Technical Support
65.07264119,65.07264119,1,2,4,9,yes,no,python,cloud computing,hacking,cloud computing,Technical Support
65.06915887,65.06915887,9,1,5,6,no,no,python,web technologies,IOT,system developer,Technical Support
65.06567655,65.06567655,3,2,6,3,no,yes,app development,system designing,Software Engineering,developer,Technical Support
65.06219423,65.06219423,9,6,2,5,no,yes,r programming,web technologies,IOT,testing,Technical Support
65.05871191,65.05871191,6,5,9,2,yes,yes,information security,web technologies,Computer Architecture,system developer,Technical Support
65.0552296,65.0552296,1,6,1,1,yes,yes,r programming,testing,programming,Business process analyst,Technical Support
65.05174728,65.05174728,1,4,9,2,yes,no,full stack,data science,parallel computing,system developer,Technical Support
65.04826496,65.04826496,5,6,6,2,no,no,machine learning,cloud computing,parallel computing,security,Technical Support
65.04478264,65.04478264,5,2,6,1,yes,no,r programming,hacking,Management,cloud computing,Technical Support
65.04130033,65.04130033,8,5,8,2,no,no,shell programming,system designing,parallel computing,developer,Technical Support
65.03781801,65.03781801,6,1,5,7,no,no,python,database security,data engineering,cloud computing,Technical Support
65.03433569,65.03433569,4,1,5,1,no,yes,full stack,game development,Management,system developer,Technical Support
65.03085337,65.03085337,4,5,6,3,no,no,r programming,game development,IOT,cloud computing,Technical Support
65.02737105,65.02737105,9,2,3,5,no,no,machine learning,data science,cloud computing,cloud computing,Technical Support
65.02388874,65.02388874,4,0,6,4,no,yes,r programming,cloud computing,cloud computing,developer,Technical Support
65.02040642,65.02040642,9,0,6,4,no,yes,shell programming,database security,Computer Architecture,testing,Technical Support
65.0169241,65.0169241,6,4,8,1,no,yes,machine learning,database security,cloud computing,developer,Technical Support
65.01344178,65.01344178,9,0,7,3,yes,no,r programming,hacking,Computer Architecture,cloud computing,Technical Support
65.00995946,65.00995946,7,2,6,3,yes,yes,information security,game development,Software Engineering,security,Technical Support
65.00647715,65.00647715,2,2,6,4,no,no,full stack,data science,Software Engineering,security,Technical Support
65.00299483,65.00299483,3,3,5,8,no,yes,full stack,web technologies,data engineering,developer,Technical Support
64.99951251,64.99951251,2,4,4,4,yes,no,full stack,hacking,networks,testing,Technical Support
64.99603019,64.99603019,4,4,5,4,yes,yes,hadoop,testing,hacking,security,Technical Support
64.99254787,64.99254787,6,6,5,2,no,no,r programming,system designing,Management,Business process analyst,Technical Support
64.98906556,64.98906556,3,3,5,6,yes,yes,app development,system designing,data engineering,developer,Technical Support
64.98558324,64.98558324,2,2,4,5,yes,yes,hadoop,hacking,Computer Architecture,cloud computing,Technical Support
64.98210092,64.98210092,6,0,8,7,yes,yes,shell programming,system designing,cloud computing,cloud computing,Technical Support
64.9786186,64.9786186,8,5,8,7,no,yes,distro making,web technologies,networks,developer,Technical Support
64.97513628,64.97513628,7,3,9,5,yes,yes,full stack,game development,IOT,cloud computing,Technical Support
64.97165397,64.97165397,5,0,9,8,yes,no,full stack,game development,hacking,system developer,Technical Support
64.96817165,64.96817165,5,2,7,8,yes,no,distro making,hacking,programming,Business process analyst,Technical Support
